Unnamed: 0,Unnamed: 0.1,FeatureName,FeatureID,teamID,ReviewID,asin,title,Sentence,CS_SS,p/n,Ref_2,Ref
2190,2190,compression,20,11,7409182,B00DMS0GTC,canon eos 70d ,"shooting stills from the rear lcd still favors mirrorless and hybrid bodies, but employing the 70d's viewfinder pulls the advantage back to canon.i've listed the history of this line so you can get a feel for where it slots.model evolution:==== 50d /200815mp9-point af, all cross-points6.3 fps, 16 raw96% viewfinder640 x 480 lcdaf micro-adjustmentaf joystickflash sync socketcf memory cards==== 60d /2010+ 18mp+ 1080p/720p/480p movies+ mono mic+ 720 x 480 lcd+ lcd articulates+ metering improved+ white balance improved+ wireless flash control+ hdr / msnr / exposure merge+ raw conversion and filters on-camera+ movie crop zoom (7x, 480p)+/- sd cards+/- simplified button layout-- 5.3 fps, 16 raw-- no af joystick-- no af micro-adjust-- no flash sync socket-- lesser build==== 7d /2009+ 19-point af, all cross-points+ 8 fps, 25+ raw+ af joystick+ af micro-adjust+ magnesium chassis+ 100 % viewfinder+ flash sync port+ weather-sealing(ish)+ video sound level adjustment+/- cf cards+/- larger-- 640 x 480 lcd-- lcd won't articulate-- movie crop zoom-- hdr / msnr / exposure merge==== 70d /2013+ 20 mp, noise improved+ 'dual pixel af' in live view+ lcd articulates+ lcd touchscreen+ 720 x 480 lcd+ wifi built-in+ silent-shooting w/ viewfinder+ scene intelligent auto mode+ stereo mics+ video compression improved+ movie crop zoom (3x, 1080p)+ hdr / msnr / exposure merge+/- sd cards+/- smaller+ /- weather sealing+/- simplified button layout-- 7 fps, 16-23 raw-- no af joystick-- no spot-af or af-point expansion-- no flash sync port-- lesser buildviewed from another angle, here's where we've seen the major features before:* 20mp sensor* dual-pixel af* 16-shot raw buffer, 60-shot jpeg buffer (60d)* 19-point af system (7d)* swivel lcd screen (60d)* touchscreen lcd (t5i)* simplified rear control layout (6d)* wifi (6d)* af micro-adjustment (7d)* stereo microphones (t5i)* silent shooting through the viewfinder (5d iii)* movie crop zoom (t3i)* ipb and all-i video compression (5d iii)* on-camera raw conversion, movie editing, and effects preview (t5i)* scene intelligent auto mode (t5i)it's like a greatest-hits album; there's almost nothing from the parts bin that hasn't made an appearance.handling and new features:no surprise: it feels like a 60d.",SS,P,"[' 70d', ' 60d', ' 7d', ' 70d', ' 60d']",
2541,2541,compression,20,1,7409322,B00DMS0GTC,canon eos 70d ,"jpeg buffer is really decent too i counted over 35 shots if not a bit more with no signs of slowing+ touch screen works well and swivel lcd is handy for stills and video+ smooth autofocus with the touch screen (touch to target af) on video this is a big step forward for serious video shooters+ 7fps is really quite fast for action shooting and more than enough for most, not quite 8fps canon 7d but a good improvement on the 5.3fps of the 60d+ the 70d now has the 7d's 19 point all cross type af system another nice jump up over the 60d+ af adjustments!",SS,P,"[' 7d', ' 60d', ' 70d', ' 7d', ' 60d']",
657,657,compression,20,12,2732412,B002NEGTTW,canon eos 7d ,all im saying is that the 7d alond with most cameras are so good and so adjustable that you can get great jpegs out of all the new cameras.,SS,P,[' 7d'],
2124,2124,compression,20,11,7181398,B00BW6LXHA,canon eos rebel sl1 ,"the sl1 optical viewfinder, while more compressed than the one in a large high-end dslr, to my eyes is still far superior to any electronic viewfinder, which is like looking at a fuzzy little television from the 1960's.",SS,P,[' sl1'],
467,467,compression,20,13,4189820,B004J3V90Y,canon eos rebel t3i ,"t3i18.0 megapixel cmos (aps-c) sensor and digic 4 image processor for high image quality and speed.iso 100 - 6400 (expandable to 12800) for shooting from bright to dim light.improved eos full hd movie mode with manual exposure control, expanded recording [1920 x 1080 full hd video at frame rates of 30 (29.97), 24 (23.976) and 25.0 frames per second] with new movie digital zoom and video snapshot features for enhanced movie shooting options.vari-angle 3.0-inch clear view lcd monitor (3:2) for shooting at high or low angles and 1,040,000-dot vga with reflection reduction using multi coating and high-transparency materials for bright and clear viewing.new scene intelligent auto mode and picture style auto incorporating the new eos scene detection system to capture beautiful scenes with ease.express your creativity with advanced imaging features like basic+ function, multi-aspect function and creative filters.enhanced metering with a 63-zone, dual-layer metering system for accurate metering between exposures, and 9-point af system utilizing a high precision, f/2.8 cross-type center point.3.7 fps continuous shooting up to approximately 34 jpegs or approximately 6 raw.new feature guide offers short descriptions of each function and quick control screen for easy operation.compatibility with sd/sdhc/sdxc memory cards.compatible with the full line of canon ef and ef-s lenses.the eos rebel t3i has an 18.0 megapixel cmos (complementary metal oxide semiconductor) sensor that captures images with exceptional clarity and tonal range and offers more than enough resolution for big enlargements or crops.",CS,P,[' t3'],canon eos rebel t3 
468,468,compression,20,13,4189820,B004J3V90Y,canon eos rebel t3i ,"its aps-c size sensor creates an effective 1.6x field of view (compared to 35mm format).t2i vs t3i18.0 megapixel cmos (aps-c) sensor and digic 4 image processor for high image quality and speed.iso 100-6400 (expandable to 12800) for shooting from bright to dim light.improved eos movie mode with manual exposure control, expanded recording, new movie crop recording in 640 x 480 and external microphone in terminal for access to improved sound quality.enhanced ifcl 63-zone, dual-layer metering system; and 9-point af system utilizing a high-precision, f/2.8 cross-type center point.wide 3.0-inch (3:2 aspect ratio) clear view lcd monitor (1.04 million dots) for improved viewing.new quick control screen button for easy access to frequently used settings.improved layout with dedicated live view/movie shooting button.new compatibility with sdxc memory cards, plus new menu status indicator for eye-fi* support.3.7 fps continuous shooting up to approximately 34 jpegs or approximately 6 raw.compatible with the full line of canon ef and ef-s lenses.the eos rebel t2i has an 18.0 megapixel cmos (complementary metal oxide semiconductor) sensor that captures images with exceptional clarity and tonal range and offers more than enough resolution for big enlargements or crops.",CS,P,"[' t3', ' eos m', ' t2i']",canon eos rebel t2i 
1280,1280,compression,20,12,6118294,B00894YWD0,canon eos rebel t4i ,"in fact, both cameras have exactly the same buffer (internal memory) capacity for raw images (6), while the t3i has a superior buffer capacity for .jpegs (34 compared to 30 for the new t4i).",SS,P,"[' t3', ' t4i']",
1281,1281,compression,20,12,6118294,B00894YWD0,canon eos rebel t4i ,"the bottom line is that for all practical purposes, the cameras will capture images at virtually the same speed, although the t3i may be slightly better with .jpegs.",CS,P,[' t3'],canon eos rebel t3 
1702,1702,compression,20,11,6118235,B00894YWD0,canon eos rebel t4i ,"the major difference is that the t5i features an upgraded 18-55 stm kit lens; choose this t4i alone or with the 18-135 if it costs less.model evolution:==== t1i:15 mp9-point af w/ 1 cross-point3.4 fps11 raw burst1080p/20, 720p/301/4000 max shutter==== t2i:+ 18 mp+ 3.7 fps+ 1080p/30, 720p/60+ movie crop zoom, 7x vga+ lcd sharper+ metering improved+ auto-iso improved-- 6 raw burst==== t3i:+ lcd articulates+ movie crop zoom, 3x 1080p+ jpeg adjustments & scene modes==== t4i:+ 9-point af w/ 9 cross-points+ hybrid af for video+ 5 fps+ touchscreen+ stereo mic+ multi-shot noise reduction+ automated 3-shot hdr-- no movie crop zoom==== t5i:+ 360-degree mode dial+ jpeg effects in live view+ 18-55 kit zoom w/ stm focus==== 60d:+ 5.3 fps+ 16 raw burst+ thumb-dial+ af-on button+ top-panel lcd+ mode dial lock+ viewfinder bigger, brighter+ 1/8000 max shutter+ battery life doubled-- no touchscreen-- no hybrid af for video-- no multi-shot noise reduction-- no automated hdr-- mono mic-- non-stm 18-135 kit lenshandling:all rebels have three handling characteristics: small grips (for a dslr), an emphasis on buttons over dials, and many functions intended to be used with the camera away from your face.those with petite hands may appreciate the small size.",SS,P,"[' t5', ' t4i', ' t1i', ' t2i', ' t3', ' t4i', ' t5', ' 60d']",
996,996,compression,20,12,5233538,B005Y3T1AI,canon eos-1d,"i've already managed to capture images i would have never had the af speed and burst mode to capture.pros:12 fps burst (up to 14 if you lock up the mirror and don't mind jpeg)100-51,200 native iso (expandable to up to 204,800)images with great dynamic range18 mpcons:af point selection not always lit, making low light photography a bit more difficultcamera buttons aren't litaf can only be obtained with 5.6 /f or larger max aperture lenses18 mp (if you subscribe to the mp race)recommended - though you may want to ensure you're not better served with the 5d mkiii and a better lens or two.edit- please check the first comment in my review, i've included links to sites that helped me decide to make this purchase, so maybe they'll be helpful to others?edit- there is a firmware update to version 1.0.6.",CS,P,[' 5d'],canon eos 5d 
446,446,compression,20,13,4158059,B004HW73S4,canon powershot a1200,while the fine setting (which is the best the a1200 has) is 88 compression.,SS,P,[' a1200'],
1049,1049,compression,20,12,5492906,B006UMM2BW,canon powershot g1 x ,"i normally shoot raw and found the problem even worse with jpegs in the g1 x.my final gripe is that the g1 x images, though smoother and more detailed than gs with smaller sensors, are rather flat.",SS,N,"[' g1 x', ' g1 x']",
1050,1050,compression,20,12,5492913,B006UMM2BW,canon powershot g1 x ,"however, i need to use jpeg more for a more complete opinion concerning this overall issue.9) more or less has the chock full of external controls and buttons that the g12 had.10) pop up flash seems to have almost eliminated the red eye that i got with the poorly placed flash on the g12.",CS,N,"[' g12', ' g12']",canon g12 10 
1047,1047,compression,20,12,5492885,B006UMM2BW,canon powershot g1 x ,"otoh, if you don't mind carrying a bit more and you're not in a hurry when you take pictures, you will not be disappointed.just so we're clear, a list of pros and cons.cons:  bigger & heavier than most compacts, slow focusing, somewhat slow lens, very limited close focus (even with the excellent 250d accessory lens), slow writing to card, almost all jpeg adjustments locked out when shooting raw+jpeg simultaneously, oversharpens jpegs, clips highlights if you're not careful, optical finder doesn't show entire image.pros:  truly high quality images that look nothing like what you get used to with a smaller camera (yes, they are better than the sony rx100, and it's pretty good), sharp lens, effective image stabilization, fold out lcd, finder better than nothing when the sun's behind you and you can't see the lcd.with more processing power and a $550-650 price tag, the g1x would be perfect.",SS,P,[' g1x'],
1056,1056,compression,20,12,5492956,B006UMM2BW,canon powershot g1 x ,"oddly enough, you can set these picture styles in digital photo professional (dpp--canon's included raw processing software), but you cannot set them for jpeg shots.instead, the g1 x relies more on scene modes, and there are a lot of scene modes from which to choose:  movie digest, portrait, landscape, kids and pets, smart shutter (detects smiles and activates a self-timer after face recognition or even a wink--great for getting yourself in the shot), high-speed burst hq (don't get excited--the buffer fills up after only six shots, or in about 1.3 seconds), handheld night scene (combines several sequentially taken shots to minimize shake and reduce noise), beach, underwater, foliage, snow, fireworks, and stitch (panorama) assist.",SS,P,[' g1 x'],
1058,1058,compression,20,12,5492956,B006UMM2BW,canon powershot g1 x ,"forget about getting intimate with a small subject--flowers, insects, etc--the macro capability of this camera is probably closer to the palomar observatory than to a small travel zoom.now for some more sample shots, all jpegs straight out of the g1 x without any post-processing.",SS,P,[' g1 x'],
1875,1875,compression,20,11,6575108,B009B0MY6S,canon powershot g15 ,dslr's may have faster processors for shooting images in raw format....the g15 is optimized for jpeg all the way through.,SS,P,[' g15'],
965,965,compression,20,12,5088203,B005MTME3U,canon powershot s100 ,"for real speed freaks there's also a scene mode that can capture 8 frames at an impressive 9.6 fps, but it's limited to jpeg images only, with no manual control.compared to powershot s95 - key differencesthe s100 is in effect a whole new camera compared to the s95; almost every key feature has been upgraded or updated:24-120mm (equivalent) lens range, f2.0-5.9, built-in neutral density filter12.1 mp 1/1.7"" canon cmos sensordigic 5 image processoriso 80-64002.3 fps continuous shooting (9.6 fps for 8 frames in high-speed burst mode)full hd (1080p24) movie recording; h.264 compression, mov formatoptical zoom in movie modesuper slow motion movie recording (640 x 480 @ 120fps, 320 x 240 @ 240 fps)direct movie record buttonbuilt-in gps unit with image tagging and logger functions",SS,N,"[' s95', ' s100', ' s95']",
963,963,compression,20,12,5088091,B005MTME3U,canon powershot s100 ,"there really aren't other cameras that can give you this.macro capability - i have never seen a camera that can take pictures at 3 cm like this, maybe a couple of full size slrs fitted with macro lenses, but he s100 goes beyond what i imagined even possible on a camera like thisdata readout - has  great data information  for each shot, as you line up the picture and after you have taken the shottons of options - too many for me actually, which i also think is a bit of a con; but you can always just not use the ones  you do not likelens ring - gives using the camera a nice sense of control that hearkens back to the old slrsraw - i am not a professional and raw has little appeal to me other than post-production manipulation, but if you want, this shoots in raw ... personally, i find that jpegs frequently do better in avoiding colour moire in fine resolutionvideo quality - not even interested in video, but great qualitycons:new added finger grip on front - for me it does nothing and just jets a little in the wayno decent digital filtres - with all the stuff they stuck in this camera, you think they could have included some digital filtres ... i mean how often are you going to want to use the fish-eye or miniature landscape feature?",SS,P,[' s100'],
967,967,compression,20,12,5088320,B005MTME3U,canon powershot s100 ,"the auto or scene settings will allow the shooter to let the camera make most of the decisions or, alternatively, the camera allows about as much flexibility as an slr camera.using a 32gb sd card the s100 will take approximately 10,000 photos, depending upon whether the shooter elects to shoot raw, jpeg, or raw+jpeg.",SS,P,[' s100'],
968,968,compression,20,12,5088389,B005MTME3U,canon powershot s100 ,"it's just that my camera seems to work fine in that regard.that said... at lower isos, i really don't see a monumental difference in raw or jpeg between it and the s95.",CS,P,[' s95'],canon powershot s95 
250,250,compression,20,13,3712562,B003ZSHNGS,canon powershot s95 ,"i own many ""best"" compacts -- such as fuji f30, fuji f100, panasonic lx-5 -- the s95 is my favorite of the bunch.here's what i like about the s95:- great out of camera jpeg colors (much more to my likings than lx5)- small enough to conveniently take anywhere (unlike lx5)- quick startup and response- easy to use manual controls and menu systemhere's what can be improved:- battery life not too great- slow shot to shot time when using flash unless you have a fresh battery- support zoom during video (like lx5)- support full hd video at 30fps instead of 24fps (like lx5)though the lx5 has a nicer lens and better video, i still prefer the s95 for the reasons above.",SS,P,"[' s95', ' s95', ' s95']",
236,236,compression,20,13,3711327,B003ZSHNF4,canon powershot sd4500 ,"yes, i am sure that there are purists out there that will be shocked to have any compression but the reality is that unless you have an expert eye, a magnifying glass and a very large print you will never see the difference between a moderately compressed jpg (80%) image and a raw, uncompressed image.overall the sd4500is is a full featured camera - offering full control and override of virtually all automatic functions.",SS,N,[' sd4500'],
23,23,compression,20,13,2284043,B001SER44W,canon powershot sx1,the avchd codec used in most video cameras today is a clearly inferior format due to the aggressive compression standards that are not used in the sx1 is.,SS,N,[' sx1'],
2659,2659,compression,20,1,7755865,B00HLDFQU8,canon powershot sx600 ,"then press the red video button again to immediately resume shooting the video, and hopefully you only lost a couple seconds.- not as many ways to fine tune the resolution and jpeg compression settings to use for still photos, when compared to my other canon cameras.....this camera will always take larger sized image files than what i desire for most casual photography.video:- focus adjusts on the fly as you pan around while shooting videos, but exposure adjustments seem to be sluggish in response (compared to the quick way the camera is able to automatically adjust otherwise).- the sx600 has effective image stabilization for still photos while zoomed in, but it seemed to me that the image stabilization did not work very well while shooting videos (and maybe the camera does not even have this feature....the manual was not too clear about it).- full zoom is possible during videos.- unlike still photos, it seems there is no adjustment to how the videos are taken.",SS,P,[' sx600'],
2693,2693,compression,20,1,7780472,B00I58M26Y,canon powershot sx700,"also if you're only going to upload them on internet or make small prints, you can even choose instead of ""large"" resolution the ""medium"" one (actually there two of them - ""m1"" with 8mp and ""m2"" with 3mp) what will produce even smaller files and will give you more room on your flash memory card and hard disk.so i took some comparative test shots with my both cameras sx280 and sx700 at the iso-100, max resolution, and the super-fine compression in the range of the equivalent focal lengths from 25mm to 500mm.",SS,N,[' sx700'],
2110,2110,compression,20,11,7181184,B00BW6LW7G,canon rebel t5i ,"low-light performance improves with the full-frame 6d and above.model evolution:==== t1i:15 mp9-point af w/ 1 cross-point3.4 fps11 raw burst1080p/20, 720p/301/4000 max shutter==== t2i:+ 18 mp+ 3.7 fps+ 1080p/30, 720p/60+ movie crop zoom, 7x vga+ lcd sharper+ metering improved+ auto-iso improved-- 6 raw burst==== t3i:+ lcd articulates+ movie crop zoom, 3x 1080p+ jpeg adjustments & scene modes==== t4i:+ 9-point af w/ 9 cross-points+ hybrid af for video+ 5 fps+ touchscreen+ stereo mic+ multi-shot noise reduction+ automated 3-shot hdr-- no movie crop zoom==== t5i:+ 360-degree mode dial+ jpeg effects in live view+ 18-55 kit zoom w/ stm focus==== 60d:+ 5.3 fps+ 16 raw burst+ thumb-dial+ af-on button+ top-panel lcd+ mode dial lock+ viewfinder bigger, brighter+ 1/8000 max shutter+ battery life doubled-- no touchscreen-- no hybrid af for video-- no multi-shot noise reduction-- no automated hdr-- mono mic-- non-stm 18-135 kit lenshandling:all rebels have three handling characteristics: small grips (for a dslr), an emphasis on buttons over dials, and many functions intended to be used with the camera away from your face.those with petite hands may appreciate the small size.",CS,P,"[' 6d', ' t1i', ' t2i', ' t3', ' t4i', ' t5', ' 60d']",canon eos 6d
1566,1566,compression,20,11,5088506,B005MTMFHU,canon sx40 hs,")(4) the sx40, like the sx20, does not record photographs in raw format - only jpeg.",SS,P,"[' sx40', ' sx20']",
63,63,compression,20,13,3014869,B0032ANBXI,casio ex-fh100,"but if you can be happy with a large jpeg and the flexibility to shoot in all modes...aperture, shutter, manual... you'll like this cost effective black box.that is all saying nothing about it's ability to shoot slow motion video which i hope to montage with the hd video i can get with my canon 5dm2.i suspect the disappointed people in previous reviews did not know how to actually work the camera.",CS,P,[' 5d'],canon eos 5d 
421,421,compression,20,13,4151693,B004HO58OI,fujifilm finepix hs20,"i really did not like the build quality (at least of my copy), found the raw vs jpeg processing too slow (and in comparison to the xz-1, much too slow), and the images i got from that camera (at least for me) do not compare to the xz-1.",CS,N,"[' xz-1', ' xz-1']",olympus xz-1 
1032,1032,compression,20,12,5475084,B006T7QSVS,fujifilm finepix hs30,"i will state the pros and cons of this camera over my previous hs10 and sx40 cameras.pros- better iq, dynamic range.- smoother manual zoom and manual focus ring.- improved placement of built-in flash- much faster af.- much faster sts times, write times(especially on raw+jpeg), shorter lag.- much better evf and lcd.- real-time intelligent zoom is now available unlike before where it shows useless box in hs10.",CS,P,"[' hs10', ' sx40', ' hs10']",fujifilm finepix hs10 
2002,2002,compression,20,11,6955416,B00ATM1NBY,fujifilm finepix hs35,"after comparing some other cameras, i stumbled upon the hs35exr, which seemed like a fairly good deal.pros:-manual zoom-adjustable iso, f-stop, exposure time-quick autofocus-shoots in raw, raw+jpeg-shoots 30fps 1080p videocons:-autofocus can act up when recording a video and your subject is moving-no external microphone port (only a problem if you plan on using this for video)-flash casts a shadow (more on this later)-pictures appear to be overexposed/too bright by defaultas soon as i received my camera in the mail, i started it up, went through the date/time setup and started taking pictures.",SS,P,[' hs35'],
1953,1953,compression,20,11,6954667,B00ATM1MGA,fujifilm finepix hs50,"this allows for faster shutter speeds and better iq when shooting at the longer end of the zoom range.- there are tons of ""pro"" features on this bridge camera - aperture priority, shutter priority, full manual, manual zoom (which i personally prefer to a motorized zoom), one shot or continuous autofocus, manual focus, selectable iso, raw format and/or jpeg, etc.- fuji's ""exo"" mode is capable of salvaging decent shots out of horrid conditions (bad lighting, etc).my main concern is about the sensor and resulting picture quality - with a sensor 1/10 the area of the one in the canon 7d you are going to see a bit lower iq when you closely look at the images, esp.",CS,P,[' 7d'],canon eos 7d 
710,710,compression,20,12,3705068,B003ZHV70M,fujifilm finepix real 3d w3,i'm using the w3 on a tripod and for maximum stability and picture quality i'd like to use a remote for this project.3) doesn't save pictures as a .jpeg - the w3 saves its picture files as .mpo files.,SS,P,"[' w3', ' w3']",
2655,2655,compression,20,1,7750856,B00HGE3C5I,fujifilm finepix s1 ,"zoom, much better image resolution and clarity than fuji's hs50, good battery life (intervalometer took a jpeg and raf [raw] image of bald eagles every 15 seconds for 6 hours including a rain storm), water and dust resistance, and wifi control.negatives include the tiny sensor doesn't handle low light very well, as of early may of '14 adobe doesn't yet recognize the s1's raw file format, and documentation fails to point out that digital zoom is deactivated if you elect to save raw (&#34;raf&#34;) files.",SS,P,"[' hs50', ' s1']",
2658,2658,compression,20,1,7750865,B00HGE3C5I,fujifilm finepix s1 ,"however, looking at the images people have produced with the canon sx50 and panasonic fz70 on user-forums like dpreview, it makes me wonder whether some of the s1's competition could be doing a better job with their small-sensor jpeg image processing, and that's worth thinking about.",CS,P,"[' sx50', ' s1']",canon powershot sx50 
2000,2000,compression,20,11,6955183,B00ATM1MVU,fujifilm finepix sl1000 ,fujifilm offers 100x intelligent digital zoom that brightens some of the darkest areas so my indoor shots are suitable for the high-quality images i need for my web page.the finepix sl1000 comes equipped with a high-resolution electronic view finder that makes it easier to frame subjects (something i did not have with the canon powershot).i shoot mostly in jpeg (standard and fine) format but appreciate the ability to shoot in raw.,CS,P,[' sl1'],canon eos rebel sl1 
2001,2001,compression,20,11,6955184,B00ATM1MVU,fujifilm finepix sl1000 ,"there is some argument about how film iso translates to digital iso, but for comparison purposes across the same brand the sl1000 is much better here.jpeg  (stills) and avi (movies) are the only file outputs on the s4500 while the sl1000 can do jpeg, raw (raf format) and even mpo (which is 3d) as well,  the movie output is in mov form not avi.the s4500 actually has more shooting modes (zoom bracketing, natural light, natural light & with flash, portrait, baby, smile, landscape, sport, night, night (tripod), fireworks, sunset, snow, beach, party, flower, text) than the sl100 which has (portrait, landscape, sport, night, night (tripod), fireworks, sunset, snow, beach, party, flower, text).",CS,P,"[' sl1', ' sl1', ' sl1']",canon eos rebel sl1 
399,399,compression,20,13,4150879,B004HO58KC,fujifilm finepix t300 ,"my wife carries around a panasonic lumix--leica lens--from three years back, and the lumix still makes better pictures than this camera, but is also twice the size and was twice the price; and this camera shoots more than decent video.strengths:video has few compression errors, unlike many other cameras, and you can do an optical zoom/autofocus while recording.built in lens cover.indoor light balance can be superb with or without flash, or it can be drab, i wish i could figure out how to get consistent results.the unit is very compact, a fact made more remarkable by the telescoping 10x zoom.the macro mode--see my submitted photo of ants on fruit loops--is very good for getting detail out of extreme closeups.weaknesses:the dynamic range of most photos is lower than i'd like giving pictures with a lot of black levels a bit of a smudged look.",CS,P,"[' lumix', ' lumix']",panasonic lumix 
