,Unnamed: 0,Unnamed: 0.1,FeatureName,FeatureID,teamID,ReviewID,asin,title,Sentence,CS_SS,p/n
36,1634,1634,compression,20,11,5730213,B007FGYZFI,canon eos 5d ,"it is just too easy to shoot raw, load it into adobe lightroom, zip through doing crop and adjustments, and then export to whatever sized jpegs i need.",SS,P
37,1637,1637,compression,20,11,5730335,B007FGYZFI,canon eos 5d ,"i find more and more that i am able to dial in settings on the fly to get the image &#34;right&#34; in the camera, reducing post processing time.since you can write raw and jpeg, you've got files ready for transfer and the originals for playing with.this camera will age gracefully.",CS,P
38,1638,1638,compression,20,11,5730431,B007FGYZFI,canon eos 5d ,yes i realize high pixel count doesn't make a sharper image or give one better composition... but if one chooses to shoot jpeg the 5dmkiii starts at 21megapixels and delivers stunning 9-10 mb jpeg images.,CS,P
39,1640,1640,compression,20,11,5730528,B007FGYZFI,canon eos 5d ,when i tested jpeg it seems canon still has the old edge it had before with how the in cam software cleans up.it boils down to the 5d miii being better then i expected and as versatile as my needs require.,CS,P
40,721,721,compression,20,12,3751930,B0040JHVC2,canon eos 60d ,"i assume that canon chose this minimal level of compression deliberately, sacrificing file size economy for reduced in-camera processing and power consumption requirements.just keep in mind that a 3 minute video clip from this camera is a full gigabyte, so if you shoot a lot of video, you will quickly use up even a large hard drive unless you re-process those mov's to some other, more size-economical format.who should buy a 60d:1.",CS,N
41,259,259,compression,20,13,3751825,B0040JHVC2,canon eos 60d ,"canon says it's compatible with osx 10.5, and the jpeg files are, but they don't advertise that cr files require osx 10.6, as well as the newest version of ps.",CS,P
42,260,260,compression,20,13,3751880,B0040JHVC2,canon eos 60d ,"a 16gb card with raw + jpeg holds about 400 photos- screen resolution is phenomenal- wireless flash control is amazing, lots of new creative possibilities- video quality, while not important to me, is very impressive...but must be done in manual mode, autofocus is worthless- overall...i'm going to keep the 60d and probably put my 40d on ebay eventually...the ""upgrade"" is generally worthwhile...but it's a mixed bag.",SS,P
43,262,262,compression,20,13,3752141,B0040JHVC2,canon eos 60d ,"(at least nikon had the brains to make video compression to h.264 this time)- autofocus of 60d is fast,good and more than enough, period.",CS,P
44,718,718,compression,20,12,3751691,B0040JHVC2,canon eos 60d ,i like that you can shoot both raw and jpeg at the same time without having to press a temp function like on the 7d.it arrived quickly even though it was on back order.,CS,P
45,719,719,compression,20,12,3751694,B0040JHVC2,canon eos 60d ,"further, jpegs are much better, they are sharp out of the camera, af is (opposite to my sample of 450d) very accurate, colors are more realistic to those in real life, they are not dull (you can see much difference between various jpeg modes - landscape and neutral for example).",CS,P
46,720,720,compression,20,12,3751694,B0040JHVC2,canon eos 60d ,high iso pictures are much cleaner than past xxd (or xxd cameras up to 500d) and you can go up to 3200 iso for jpeg or to 6400 iso when post-processing raw images.,CS,P
47,723,723,compression,20,12,3751930,B0040JHVC2,canon eos 60d ,"the final file size was 24% of the original mov file, and the file played much more smoothly in both vlc and windows media player.even at 4,000 kbps, the video is still pretty good, except that large areas of uniform color, like the sky, show strong compression artifacts (color banding), and sharp edges become slightly fuzzy.",CS,P
48,724,724,compression,20,12,3751950,B0040JHVC2,canon eos 60d ,jpegs are pretty nice too.,SS,P
49,725,725,compression,20,12,3752093,B0040JHVC2,canon eos 60d ,"raw and jpeg modes are great - just a caution, raw eats memory by default, so try to get large sd cards8.",SS,P
50,726,726,compression,20,12,3752097,B0040JHVC2,canon eos 60d ,"the jpegs look great to me.iso 1600 looks good at least on my 26 inch monitor with no cropping, but not blowing it up to the pixel level.",CS,P
51,727,727,compression,20,12,3752098,B0040JHVC2,canon eos 60d ,"when converting to jpeg, the other cameras (like the 60d) use the nearest full stop iso and push the image to that value.",CS,P
52,728,728,compression,20,12,3752198,B0040JHVC2,canon eos 60d ,")multi-control dial - offers a wide range of color variations (ambiances) that works much like photoshop, but within the camera.in-camera conversion - lets the user go from raw to jpeg and apply new creative filters.in-camera creation of special effects - this one works in raw but not jpeg.the lcd panel is a 3-inch screen that can flip out and be set at various angles.movie recording capability.i've found that using the long-range lens in, for example, bird photography, the 18 megapixels give an enormous advantage for cropped photos.",CS,P
53,729,729,compression,20,12,3752198,B0040JHVC2,canon eos 60d ,"with the 10d, distance shots cropped were always a bit fuzzy, but the 60d keeps them in sharp focus.i am not a professional photographer and the 60d offers much more than i will ever use, but i like the autofocus, love the sharp images when cropping distance shots and love the ability to convert from raw to jpeg within the camera.",CS,P
54,1479,1479,compression,20,11,3752082,B0040JHVC2,canon eos 60d ,"unlike a couple recent posters, no problems with the grip rubber, and i have sweaty mitts!i'm mainly a raw shooter, but found default jpeg rendering excellent, a level better than my prior 50d and slightly better than my 7d.",CS,P
55,2346,2346,compression,20,1,3751971,B0040JHVC2,canon eos 60d ,"it is capable of producing astounding images (with the right user), it is reliable, and efficient (concerning power consumption, controls, and photo compression).",SS,P
56,1417,1417,compression,20,12,6576370,B009B0MZ8U,canon eos 6d,"both live only in amateur-land and only create jpegs.focusing is glacially slow when using the screen rather than viewfinder (liveview) if the camera is set to the default ""flexizoneaf"" and ""live mode"".",CS,N
57,1904,1904,compression,20,11,6576487,B009B0MZ8U,canon eos 6d,also canon intentionally crippled the hdr mode to only save in jpeg to provide differentiation to the 5d mk iii.,CS,N
58,1907,1907,compression,20,11,6576508,B009B0MZ8U,canon eos 6d,main limitation of this that it saves a jpeg image only.,CS,N
59,1409,1409,compression,20,12,6576290,B009B0MZ8U,canon eos 6d,"you can bracket up to seven shots in 1/3 ev steps (note that if you want to bracket more than the default three shots you have to change a setting in the custom functions menu).the camera contains a lot of features for jpeg shooters (since i shoot mostly raw i don't use these features often, but they seem nice to have for people who don't use post processing software).",CS,P
60,1410,1410,compression,20,12,6576290,B009B0MZ8U,canon eos 6d,"also if your considering the 5d m2, i think the benefit of five plus years of development has greatly benefited the 6d, and therefore would highly recommend the 6d over the 5d m2 for the sensor and new digic 5+ processor.pros:+awesome low light / high iso performance+great center af point for very low light focusing+wifi and gps built in provide awesome flexibility in shooting, especially for travelers+relatively light and small (for a full frame) without sacrificing solid construction+very bright and clear viewfinder (especially when compared to the rebels)+digic 5+ processor provides great jpeg improvements and fast enough shooting speedcons:-kit lens is only f/4, and the 24-70 f/2.8 is pricey!-hdr mode is slightly cumbersome to use and disappointing with its three shot exposure limitation-button layout takes a bit to adjust toplease feel free to sound off in the comments with questions!",CS,P
61,1411,1411,compression,20,12,6576344,B009B0MZ8U,canon eos 6d,adjustments to raw files in post are vastly more flexible than the picture styles that control the 6d's jpeg engine.,CS,P
62,1412,1412,compression,20,12,6576344,B009B0MZ8U,canon eos 6d,"with a high dr scene (e.g., a sunny day with deep shadows), blown highlights and clipped shadows will be exacerbated by a high-contrast picture style set for the earlier scene.if you're careful configuring the body and the stars align, you can get decent jpeg output and forego work in post, but i consider a fast computer and a photo management system like adobe lightroom to be less complements than necessities.lenses:i want to segue into this section because it's entwined with image quality.",CS,P
63,1414,1414,compression,20,12,6576344,B009B0MZ8U,canon eos 6d,"for that reason alone, video here remains very much a professional feature.in terms of post-processing flexibility, canon eos video is like shooting jpeg, but worse because the h.264 video codec throws away even more unseen data.",CS,P
64,1415,1415,compression,20,12,6576347,B009B0MZ8U,canon eos 6d,"keep in mind though that the hdr function will only be available if you are shooting in jpeg mode, so if you're currently set in raw you'll have to change that setting before setting up the in camera hdr.",CS,P
65,1418,1418,compression,20,12,6576607,B009B0MZ8U,canon eos 6d,"i spent 2+ months researching for my new camera, it is time for me to move up to a full-frame format and i have been a good boy and saved my money :-).what am i first: i don't claim to be a pro, just a dad who takes family pictures and events, vacations and dogs.i shoot jpeg 99% of the time, because i would rather enjoy shooting than spend time on my computer, raw files also takes time to process and load, i do raw only when it is absolutely necessary.shooting situations:--------------------indoors (usually night or not ideal light settings), includes: parties, recitals, school programs: 90%vacation  : 5%kids activities: parks, tennis, kids running and playing with dogs  : 5%like most people, i struggled between d600 and 6d:--------------------------------------------------nikon d600 - i almost bought this one from costco due to the special kit discount.",CS,P
66,1419,1419,compression,20,12,6576607,B009B0MZ8U,canon eos 6d,"both cameras have all their focus points centered in the middle anyway, so i don't really get having many focus points if you are all just going to concentrate them on the center.advantages of 6d vs d600-------------------------jpeg picture quality is very excellent.",CS,P
67,1420,1420,compression,20,12,6576607,B009B0MZ8U,canon eos 6d,"i think canon has the best jpeg engine, i can definitely reduce the need to work with raw files.-great camera for indoors due to excellent high iso performance, which covers 90% of my needs.",CS,P
68,1897,1897,compression,20,11,6576311,B009B0MZ8U,canon eos 6d,"the wifi feature is great and very handy for instantly sharing pictures, the camera is super fast in down converting the original raw files to small jpegs to be sent to phone.. great camera .. great features.. and great size!",SS,P
69,1898,1898,compression,20,11,6576315,B009B0MZ8U,canon eos 6d,i experimented with a few jpegs and they looked great as well.,SS,P
70,1900,1900,compression,20,11,6576377,B009B0MZ8U,canon eos 6d,"transfer also works quickly and files can be jpegs or raw, but it will only transfer a jpeg copy to your phone.dlna also works fine.",CS,P
71,1902,1902,compression,20,11,6576384,B009B0MZ8U,canon eos 6d,"the high iso setting produces very nice results in raw (jpegs are very noisy) and post-production in lightroom 5 can fix any issues (again, only when shooting in raw).still picture and video quality is superb and very close (some say better) than the 5d mark iii.the 6d shares a lot of the 5d mark iii's dna.",CS,P
72,1903,1903,compression,20,11,6576396,B009B0MZ8U,canon eos 6d,"you should have label your on flash clearly know what group it is set.the wireless transfer to your iphone/android phone is a big plus.the best center point focus with -3 ev is super fast and accurate.can shoot three, five, or seven image groups for hdr.very quiet mirror movement.has a 14 raw or 73 jpeg image buffer.the iso button has an extra nub on it.",CS,P
73,1906,1906,compression,20,11,6576508,B009B0MZ8U,canon eos 6d,the result is a very well exposed jpeg image.,SS,P
74,1908,1908,compression,20,11,6576508,B009B0MZ8U,canon eos 6d,a workaround i end up doing is shooting my usual raw images and then switch to handheld night scene to get a nice jpeg.,SS,P
75,1910,1910,compression,20,11,6576508,B009B0MZ8U,canon eos 6d,"now i never have to name my files with long descriptions like ""dtla_cornerofspringst&6thst_noon_3-14-2013.jpeg"" just so i can remember where i was.wi-fi: works great!",CS,P
76,1911,1911,compression,20,11,6576508,B009B0MZ8U,canon eos 6d,"if you shoot raw, this is not a deal breaker*some special modes, ie scene handheld and hdr, can only be saved as jpeg.=====================================================================nikon d600pros:*slightly better dynamic range than the canon 6di spent a long time testing out the raw images but did not see a significant advantage.",CS,P
77,1916,1916,compression,20,11,6576688,B009B0MZ8U,canon eos 6d,"they look somewhat soft, but the jpegs would be fine for web pages that do not require a lot of detail.",SS,P
78,1917,1917,compression,20,11,6576688,B009B0MZ8U,canon eos 6d,i prefer to create my own jpegs from raw images.the automatic white balance works well outdoors.,CS,P
79,2047,2047,compression,20,11,7078217,B00BD2QOEK,canon eos 6d,"the sd card is a class 10 and seems to do well for raw, jpeg or video.",SS,P
80,2191,2191,compression,20,11,7409182,B00DMS0GTC,canon eos 70d ,there's about a half-stop less noise in jpeg and raw relative to the 18mp bodies and less low-frequency blotchiness at high isos.,CS,N
81,2190,2190,compression,20,11,7409182,B00DMS0GTC,canon eos 70d ,"shooting stills from the rear lcd still favors mirrorless and hybrid bodies, but employing the 70d's viewfinder pulls the advantage back to canon.i've listed the history of this line so you can get a feel for where it slots.model evolution:==== 50d /200815mp9-point af, all cross-points6.3 fps, 16 raw96% viewfinder640 x 480 lcdaf micro-adjustmentaf joystickflash sync socketcf memory cards==== 60d /2010+ 18mp+ 1080p/720p/480p movies+ mono mic+ 720 x 480 lcd+ lcd articulates+ metering improved+ white balance improved+ wireless flash control+ hdr / msnr / exposure merge+ raw conversion and filters on-camera+ movie crop zoom (7x, 480p)+/- sd cards+/- simplified button layout-- 5.3 fps, 16 raw-- no af joystick-- no af micro-adjust-- no flash sync socket-- lesser build==== 7d /2009+ 19-point af, all cross-points+ 8 fps, 25+ raw+ af joystick+ af micro-adjust+ magnesium chassis+ 100 % viewfinder+ flash sync port+ weather-sealing(ish)+ video sound level adjustment+/- cf cards+/- larger-- 640 x 480 lcd-- lcd won't articulate-- movie crop zoom-- hdr / msnr / exposure merge==== 70d /2013+ 20 mp, noise improved+ 'dual pixel af' in live view+ lcd articulates+ lcd touchscreen+ 720 x 480 lcd+ wifi built-in+ silent-shooting w/ viewfinder+ scene intelligent auto mode+ stereo mics+ video compression improved+ movie crop zoom (3x, 1080p)+ hdr / msnr / exposure merge+/- sd cards+/- smaller+ /- weather sealing+/- simplified button layout-- 7 fps, 16-23 raw-- no af joystick-- no spot-af or af-point expansion-- no flash sync port-- lesser buildviewed from another angle, here's where we've seen the major features before:* 20mp sensor* dual-pixel af* 16-shot raw buffer, 60-shot jpeg buffer (60d)* 19-point af system (7d)* swivel lcd screen (60d)* touchscreen lcd (t5i)* simplified rear control layout (6d)* wifi (6d)* af micro-adjustment (7d)* stereo microphones (t5i)* silent shooting through the viewfinder (5d iii)* movie crop zoom (t3i)* ipb and all-i video compression (5d iii)* on-camera raw conversion, movie editing, and effects preview (t5i)* scene intelligent auto mode (t5i)it's like a greatest-hits album; there's almost nothing from the parts bin that hasn't made an appearance.handling and new features:no surprise: it feels like a 60d.",CS,P
82,2193,2193,compression,20,11,7409182,B00DMS0GTC,canon eos 70d ,"but don't expect the stills-centric interface to feel quite as natural as that of a purpose-built video camera.the 70d's feature set borrows a few things from the 5d iii: 1080p/30, 720p/60, 480p/30, time code support, and a choice of ipb and all-i compression.",SS,P
83,2194,2194,compression,20,11,7409182,B00DMS0GTC,canon eos 70d ,"missing are the 5d iii's headphone jack, uncompressed hdmi video, live audio gain control, and both av and tv modes (m is still available).",SS,P
84,2196,2196,compression,20,11,7409182,B00DMS0GTC,canon eos 70d ,a 32gb sd card is good for about 45 minutes with all-i compression and two hours with ipb.,SS,P
85,2198,2198,compression,20,11,7409277,B00DMS0GTC,canon eos 70d ,anyone shooting in jpeg will be fine.,SS,P
86,2199,2199,compression,20,11,7409319,B00DMS0GTC,canon eos 70d ,"three continuous shots are taken at different exposures then in-camera processed into one jpeg image, with a wide tonal range, that minimizes blocked-up shadows and improves highlights.",SS,P
87,2201,2201,compression,20,11,7409319,B00DMS0GTC,canon eos 70d ,"shots can be taken in raw and/or jpeg, saved to the memory card for post processing in your favorite software.",SS,P
88,2202,2202,compression,20,11,7409385,B00DMS0GTC,canon eos 70d ,i will try and upload some of the tests (where the photographic panorama serves as both background and light-source) if i can figure out how to do so on the amazon site.edit - 11/9/2013: a note to anyone who intends to shoot green screen (for color keyed composites) or do precise color grading in post production: the video output from the 70d is not ycbcr 4:2:2 compression.,SS,P
89,2541,2541,compression,20,1,7409322,B00DMS0GTC,canon eos 70d ,"jpeg buffer is really decent too i counted over 35 shots if not a bit more with no signs of slowing+ touch screen works well and swivel lcd is handy for stills and video+ smooth autofocus with the touch screen (touch to target af) on video this is a big step forward for serious video shooters+ 7fps is really quite fast for action shooting and more than enough for most, not quite 8fps canon 7d but a good improvement on the 5.3fps of the 60d+ the 70d now has the 7d's 19 point all cross type af system another nice jump up over the 60d+ af adjustments!",CS,P
90,2543,2543,compression,20,1,7409410,B00DMS0GTC,canon eos 70d ,"i sold my canon 5dmark ii to get this camera, i also have a t3i.i love the speed of this camera shooting jpeg with a fast sd card , that's right you should  have a fast card (80 mb's will do) for this camera especially shooing raw (lab tests later) video tracking was decent with my 28-105mm canon lens.",SS,P
91,42,42,compression,20,13,2732535,B002NEGTTW,canon eos 7d ,just take a little compressed air and blow all the water off when you're done.,CS,N
92,47,47,compression,20,13,2732581,B002NEGTTW,canon eos 7d ,"(i don't want to have too many images on one card in case card ever had a failure) shooting in raw and jpeg, and save raw images as 'hi res"" jpegs to print.",SS,N
93,655,655,compression,20,12,2732412,B002NEGTTW,canon eos 7d ,unless you tell people you shoot jpeg only then they will devote sites to hating you.,CS,N
94,656,656,compression,20,12,2732412,B002NEGTTW,canon eos 7d ,look at ken rockwell he only shoots jpeg and there are a mess load of hate sites out about him shooting jpeg.,CS,N
95,2341,2341,compression,20,1,2732573,B002NEGTTW,canon eos 7d ,"in jpeg format, the noise isn't that noticeable.",SS,N
96,43,43,compression,20,13,2732552,B002NEGTTW,canon eos 7d ,shooting in jpeg with nr off i believe you can shoot at 8fps until the memory card is full.things that are good:-iso performance.,SS,P
97,44,44,compression,20,13,2732564,B002NEGTTW,canon eos 7d ,"honestly, i shoot small or medium jpeg casually as that yields the same if not better results than my former 20d (which is also a wonderful camera, but going back to it is so hard because i've gotten used to all the benefits and perks of this one).",CS,P
98,653,653,compression,20,12,2732284,B002NEGTTW,canon eos 7d ,"some people have indicated they were not happy with the sharpness - i adjusted the sharpness setting up a bit (if you want jpeg) in the standard mode, and it seemed to make a difference.",SS,P
99,657,657,compression,20,12,2732412,B002NEGTTW,canon eos 7d ,all im saying is that the 7d alond with most cameras are so good and so adjustable that you can get great jpegs out of all the new cameras.,CS,P
100,658,658,compression,20,12,2732412,B002NEGTTW,canon eos 7d ,people who say that there raws are better is because they are comparing them to a jped from a camera they dont know how to adjust so of course for them its a fact that raw makes better pictures then jpeg.,CS,P
101,660,660,compression,20,12,2732466,B002NEGTTW,canon eos 7d ,"this to me is probably the most important, even before image quality.- the sensor gives beautiful, vibrant images - the color rendering is very close to what i see with my eyes, which is my criterion.- the sensor also features a native iso range of up to 6400 and at iso 3200 the pictures are really good.- flash control is excellent - i frequently use the remote flash control from the camera with a 580ex-ii and a 430ex-ii together and the possibilities are staggering.- the jpeg you get directly from the camera are gorgeous.",CS,P
102,661,661,compression,20,12,2732466,B002NEGTTW,canon eos 7d ,"i rarely shoot raw due to the size of the resulting files except when doing landscape or portrait, and the dedicated button that switches to raw+jpeg for the next picture is very useful to me.there are many more good things to say about this camera but i would find myself re-writing the manual, which is informative, well written and well-worth reading from cover to cover.all in all a great camera, the best i ever had and one of the easiest to use.",CS,P
103,635,635,compression,20,12,635472,B0007YEOA6,canon eos digital rebel 300d,"enables setting the quality of embedded jpeg- enables mirror lock up- enables the ability to select the autofocus mode: ai servo, oneshot etc.- enables setting iso 3200with the updated firmware, the camera is completely customizable, and you'll be able to learn all about how to create the best shots2.",CS,P
104,1769,1769,compression,20,11,6303822,B008NENG1A,canon eos m ,btw i shoot in raw so have not assessed the jpeg quality.the battery usage is high as others have said so i bought a second battery to help with that issue.,CS,N
105,2407,2407,compression,20,1,6303792,B008NENG1A,canon eos m ,the camera also does raw processing which would matter if you did not want to be limited by jpeg storage only.,CS,N
106,1321,1321,compression,20,12,6303861,B008NENG1A,canon eos m ,it has a 3.5 jack for external microphones.there are several auto scene modes basically available for jpeg only shooting like hdr backlight control that will take a 3 shot bracketed series and blend them in camera into one image.,CS,P
107,1770,1770,compression,20,11,6303844,B008NENG1A,canon eos m ,"i have yet to really test this.the ability to create raw files from a tiny little portable camera is nice, but i do have to say that the jpeg files that come out of the eos-m are amazing.",SS,P
108,1772,1772,compression,20,11,6303866,B008NENG1A,canon eos m ,"slow enough that for a while, i shot only in jpeg with the nex.canon's dpp software is another story-fast smooth and easy to use.",CS,P
109,1773,1773,compression,20,11,6303870,B008NENG1A,canon eos m ,the out of camera jpeg results were very good to great.,SS,P
110,1774,1774,compression,20,11,6303926,B008NENG1A,canon eos m ,"i haven't even done a raw conversion yet, and the jpegs look great straight ooc.",SS,P
111,1775,1775,compression,20,11,6303932,B008NENG1A,canon eos m ,"the jpeg processing is solid, the raw photos surpass my k-x easily, and every f-stop seems to be extremely sharp (i.e.",SS,P
112,1776,1776,compression,20,11,6304030,B008NENG1A,canon eos m ,"the colors, and sharpness of the jpeg's are very pleasing and impressive.",SS,P
113,2025,2025,compression,20,11,7028082,B00B5FL04E,canon eos m ,"with a 16gb sd card it can shoot 480 raw + large jpeg pics, but the battery probably won't last that long, more like 160 shots - but i am still playing around with it.very happy with my first mirror-less camera, i never liked the bulkiness of dslrs, just too much to carry around.",CS,P
114,2118,2118,compression,20,11,7181352,B00BW6LXHA,canon eos rebel sl1 ,"it lets you easily adjust aperture and/or compensation in the quick menu, surely the two most frequently accessed adjustments.at iso 3200 noise is hardly a problem for jpeg shooters.",CS,N
115,2119,2119,compression,20,11,7181387,B00BW6LXHA,canon eos rebel sl1 ,"it's about two solid stops better than a typical point-and-shoot.unless you're in a jpeg-only shooting mode (e.g., multi-shot nr, hdr), raw gets the most out of this camera.",CS,P
116,2120,2120,compression,20,11,7181387,B00BW6LXHA,canon eos rebel sl1 ,jpeg often lacks the flexibility for significant changes in post.,SS,P
