,Unnamed: 0,FeatureName,FeatureID,teamID,ReviewID,asin,title,Sentence,CS_SS,p/n
32,32,compression,20,13,2536274,B002CGSYKS,Olympus PEN E-P1 12 MP Micro Four Thirds Interchangeable Lens Digital Camera with 14-42mm f/3.5-5.6 Zuiko Digital Zoom Lens (Silver Body/Black Lens),I have also compared the pictures taken with E-P1 vs Canon XSI and I am impressed by the JPEG quality from E-P1.,SS,P
33,33,compression,20,13,2631735,B002IKLJU0,Panasonic Lumix DMC-FZ35 12.1MP Digital Camera with 18x POWER Optical Image Stabilized Zoom and 2.7 inch LCD,The camera can also take photos in the standard JPEG format.One really nice feature is that the end of the camera lens assembly is threaded and accepts attachments.,SS,P
34,34,compression,20,13,2631882,B002IKLJU0,Panasonic Lumix DMC-FZ35 12.1MP Digital Camera with 18x POWER Optical Image Stabilized Zoom and 2.7 inch LCD,"I could go on detailing, but so far i've found only two remarks - the camera doesn't shoot 3 RAWs for HDR as I hoped, instead it shoots 3 JPEGs; and pic quality is not that good in artificial light (except if not VERY bright).",CS,P
35,35,compression,20,13,2638986,B002IVVBZC,Kodak Easyshare C182 Digital Camera (Blue),I sent it in to be checked out and they told me it had compression damage on the display window.,SS,N
36,36,compression,20,13,2687570,B002LITT3I,Canon PowerShot SX20IS 12.1MP Digital Camera with 20x Wide Angle Optical Image Stabilized Zoom and 2.5-Inch Articulating LCD,I can now save my pictures in RAW format and the SUPERFINE JPEG format has been restored.,SS,P
37,37,compression,20,13,2687570,B002LITT3I,Canon PowerShot SX20IS 12.1MP Digital Camera with 20x Wide Angle Optical Image Stabilized Zoom and 2.5-Inch Articulating LCD,"For those who hated the soft focus of the so called (auto settings), but are afraid of trying the raw DNG format, the restored superfine jpeg settings should give you that sharpness you are looking for",SS,nothing
38,38,compression,20,13,2688031,B002LITT42,Canon PowerShot S90 10MP Digital Camera with 3.8x Wide Angle Optical Image Stabilized Zoom and 3-Inch LCD,Jpeg picture quality is great!,SS,P
39,39,compression,20,13,2694214,B002M2TLLI,Wingscapes WSCA04 Timelapse Outdoor PlantCam,You can import the photos from  an SD card right into iPhoto but you'll have to then export them as sequential JPEGs to another file folder for the compiler to process them.,SS,P
40,40,compression,20,13,2694214,B002M2TLLI,Wingscapes WSCA04 Timelapse Outdoor PlantCam,At 30 frames per second even weeks of photos shot every 5 minutes can be compressed into just a minute or so of video if you're aggressive with your editing and only include those photos with action and adequate lighting while keeping enough others to show the passage of days and time of day.,CS,P
41,41,compression,20,13,2720452,B002MUAEX4,Panasonic Lumix DMC-GF1 12.1MP Micro Four-Thirds Interchangeable Lens Digital Camera with LUMIX G 20mm f/1.7 Aspherical Lens,Definitely the best Camera I ever come across.The picture is so sharp and clear.I like the jpeg color although people have said it is less saturated.I have switched to a Canon 550D and prefer the GF1 by miles.I kick myself everyday for selling my GF1 + 20mm lens.The Canon 550D with kit lens is inferior.The Canon 550D with 50mm 1.8 II is blur most of the time when shot wide open f1.8I've to shoot it at f3.5 for pictures to be acceptable.I've to written to Canon but no help there.,CS,P
42,42,compression,20,13,2732535,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)",Just take a little compressed air and blow all the water off when you're done.,CS,N
43,43,compression,20,13,2732552,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)",Shooting in Jpeg with NR off I believe you can shoot at 8fps until the memory card is full.Things that are good:-ISO performance.,SS,P
44,44,compression,20,13,2732564,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)","Honestly, I shoot small or medium JPEG casually as that yields the same if not better results than my former 20D (Which is also a wonderful camera, but going back to it is so hard because I've gotten used to all the benefits and perks of this one).",CS,P
45,45,compression,20,13,2732567,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)","If you shoot only JPEG-format, an 8-GB CF card holds more than 1000 images.",CS,nothing
46,46,compression,20,13,2732567,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)",If you shoot RAW+JPEG you can store about 250 images on an 8-GB card.,SS,nothing
47,47,compression,20,13,2732581,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)","(I don't want to have too many images on one card in case card ever had a failure) Shooting in RAW and JPEG, and save raw images as 'hi res"" jpegs to print.",SS,N
48,48,compression,20,13,2741123,B002NX13QC,Leica X1 12.2MP APS-C CMOS Digital Camera,"(However, printing RAW files is expensive, and cannot be done at your local Costco, so you may have to use the jpeg super fine setting for snap shots.)",SS,P
49,49,compression,20,13,2741123,B002NX13QC,Leica X1 12.2MP APS-C CMOS Digital Camera,"The colors on the jpeg formatted photos are a little too saturated, and you do miss a lot of detail.",SS,N
50,50,compression,20,13,2741123,B002NX13QC,Leica X1 12.2MP APS-C CMOS Digital Camera,I use a larger a larger memory card and shoot in RAW and jpeg so I have a choice of what to use.I look at this camera as a bargain M9.,CS,P
51,51,compression,20,13,2741138,B002NX13QC,Leica X1 12.2MP APS-C CMOS Digital Camera,"Snapped some more, cranked up the ASA to 3200, played with the manual focus-pretty fun, played with the saturation and contrast settings, and I did side by side looks in iphoto at the jpeg vs dng files.",CS,P
52,52,compression,20,13,2747092,B002OEBTC8,Pentax K-x  Digital SLR with 2.7-inch LCD and 18-55mm f/3.5-5.6 AL Lens (Black),"Huge files motion JPEG format, easy editing.",SS,P
53,53,compression,20,13,3006200,B0031RGEOA,Olympus FE-47 14 MP Digital Camera with 5x Optical Zoom and 2.7-inch LCD (Red),"On occasion when I was shooting, my thumb would compress the battery cover button and accidently popped out the batteries.",SS,nothing
54,54,compression,20,13,3006412,B0031RGEQS,Olympus Stylus 7030 14 MP Digital Camera with 7x Wide Angle Dual Image Stabilized Zoom and 2.7-inch LCD (Blue),When transferred to jpegs quality remains.,SS,nothing
55,55,compression,20,13,3007325,B0031RGGBG,Kodak EasyShare M580 14 MP Digital Camera with 8x Wide Angle Optical Zoom and 3.0-Inch LCD (Pink),"It is fully charged, appears to be completely undamaged, have tried compressed air.",SS,P
56,56,compression,20,13,3007386,B0031RGGC0,Kodak Easyshare M580 14 MP Digital Camera with 8x Wide Angle Optical Zoom and 3.0-Inch LCD (Blue),"It is fully charged, appears to be completely undamaged, have tried compressed air.",SS,P
57,57,compression,20,13,3007950,B0031RGGFM,Kodak Easyshare Z981 14 MP Digital Camera with Schneider-Kreuznach Variogon 26xWide Angle Optical Image Stabilized Zoom Lens and 3.0-Inch LCD Sreen,"However, this one will allow an ISO of up to 1600 vs. the old camera's 400, so it's kind of a wash.My old 2 gig SD card will definitely not be big enough for this thing - 4 meg JPEGs or 25 meg KDC raws will fill it up fast.",SS,P
58,58,compression,20,13,3008038,B0031RGGFM,Kodak Easyshare Z981 14 MP Digital Camera with Schneider-Kreuznach Variogon 26xWide Angle Optical Image Stabilized Zoom Lens and 3.0-Inch LCD Sreen,"I could shoot about 400 non-flash images with the Z610; this one was down to an indicated critical low battery level in 256 shots.The Z981 also offers RAW files as well as JPEGs, an improvement over the Z610, but I ended up shooting mostly JPEG's anyway.",SS,P
59,59,compression,20,13,3008038,B0031RGGFM,Kodak Easyshare Z981 14 MP Digital Camera with Schneider-Kreuznach Variogon 26xWide Angle Optical Image Stabilized Zoom Lens and 3.0-Inch LCD Sreen,"RAW is better than JPEG, but not if the camera refuses to shoot.To top it off, unlike with my Z610, from which I could simply remove the memory card and stick it in my computer's card reader to transfer files, I had to load a Kodak program onto my computer to get the shots into my computer because my card reader refused to recognize the Z981's memory card.I'm just glad that I can return the camera and this debacle will be only a $40 mistake, rather than a $200 disaster.",CS,N
60,60,compression,20,13,3013778,B00328HR76,Sony Cyber-shot DSC-HX5V 10.2 MP CMOS 10x Wide-Angle Zoom Digital Camera with Optical Steady Shot Image Stabilization and 3.0 Inch LCD,"While I stitch 360 or 180 degree shots with hi-resolution and file sizes of 50-75 meg, the nice,  but small panorama the Sony provides comes in around 3-4 meg jpeg file.",SS,P
61,61,compression,20,13,3013962,B00328HR76,Sony Cyber-shot DSC-HX5V 10.2 MP CMOS 10x Wide-Angle Zoom Digital Camera with Optical Steady Shot Image Stabilization and 3.0 Inch LCD,"It is the standard for high definition recording, as its compression is more efficient than motion JPEG and you can record for longer periods.",CS,P
62,62,compression,20,13,3014263,B00328HR94,Sony DSC-W370 14.1MP Digital Camera with 7x Wide Angle Zoom with Optical Steady Shot Image Stabilization and 3.0 inch LCD (Silver),"If you're in love with the idea of a reasonably priced camera with a 7x optical zoom in a compact body, the W370 is worth checking out, but it's not without sacrifice.Key specs Sony Cyber-shot DSC-W370Dimensions (WHD) 3.9x2.2x1 inchesWeight (with battery and media) 6.3 ouncesMegapixels, image sensor size, type 14 megapixels, 1/2.3-inch CCDLCD size, resolution/viewfinder 3-inch LCD, 230K dots/NoneLens (zoom, aperture, focal length) 7x, f3.6-5.6, 34-238mm (35mm equivalent)File format (still/video) JPEG/MPEG-4 (.MP4)Highest resolution size (still/video) 4,320x3,240 pixels/1,280x720 at 29.97fps (progressive)Image stabilization type Optical and digitalBattery type, CIPA rated life Lithium ion rechargeable, 230 shotsBattery charged in camera No, external charger suppliedStorage media Memory Stick Pro Duo, SD, SDHCBundled software Picture Motion Browser 5.0 (Windows), PMB Portable 1.1 (Windows, Mac)The camera is available in silver--actually more of gun-metal gray; red; and green versions, all have chrome trim on the top and right side, and the W370's body is compact enough to squeeze in most pants pockets or handbags.",CS,P
63,63,compression,20,13,3014869,B0032ANBXI,Casio EX-FH100 10.1MP High Speed Digital Camera with 10x Ultra Wide Angle Zoom with CMOS Shift Image Stabilization and 3.0 inch LCD,"But if you can be happy with a LARGE JPEG and the flexibility to shoot in all modes...aperture, shutter, manual... you'll like this cost effective black box.That is all saying NOTHING about it's ability to shoot slow motion video which I hope to montage with the HD video I can get with my Canon 5DM2.I suspect the disappointed people in previous reviews did not know how to actually work the camera.",CS,P
64,64,compression,20,13,3026013,B0032JRRXY,Canon PowerShot A495 10.0 MP Digital Camera with 3.3x Optical Zoom and 2.5-Inch LCD (Blue),"Video does produce a reasonable quality product, but the compression algo.",SS,P
65,65,compression,20,13,3052100,B0034XFG86,Nikon Coolpix P100 10 MP Digital Camera with 26x Optical Vibration Reduction (VR) Zoom and 3-Inch LCD (Black),"The video feature is great, but I need to figure out how to get it into compressed avi and I haven't got that skill yet.If I had to buy another camera, it would have to be AT LEAST as good as this camera or I won't buy it.",SS,P
66,66,compression,20,13,3053141,B0034XIM82,Nikon Coolpix S8000 14.2MP Digital Camera with 10x Optical Vibration Reduction (VR) Zoom and 3.0-Inch LCD (Black),I can print some awesome enlargements (20 x 20 and above) from the jpeg files and it is super in low light levels.,SS,P
67,67,compression,20,13,3053141,B0034XIM82,Nikon Coolpix S8000 14.2MP Digital Camera with 10x Optical Vibration Reduction (VR) Zoom and 3.0-Inch LCD (Black),Yes my Nikon D700 can take marvelous RAW and JPEG photos at extremely low light levels at up to 8 fps.,SS,P
68,68,compression,20,13,3066993,B0035FZJHQ,Canon EOS Rebel T2i DSLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (OLD MODEL),"Noise level is good, although in very low-light situations, RAW photos can start to look sketchy, so I'd suggest sticking to JPEG for this purpose unless you have a quality RAW convert with good noise reduction.",SS,nothing
69,69,compression,20,13,3067124,B0035FZJHQ,Canon EOS Rebel T2i DSLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (OLD MODEL),"I was very impressed with this camera and would recommend it for family photo takers with some photography experience, high school or college students interested in photography, or just as a step up from the cheapest/simplest point and shoot cameras.Pros:-Easy to use controls and functions-Great auto settings for those who like it simple, and great manual settings for people looking to experiment-Great built in flash-LCD is large and bright-Very small form factor for what it offers-Feels and looks a lot more professional, but not a D7 feel-I love that the camera senses when your eye is at the viewfinder and automatically shuts of the LCD-Can take pictures using the LCD-Pretty good continuous fast photos for most-Option to save in RAW or JPEG (OR BOTH AT THE SAME TIME!",CS,P
70,70,compression,20,13,3067403,B0035FZJHQ,Canon EOS Rebel T2i DSLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (OLD MODEL),Background:Film cameras like Ricoh SLX + 50mm 1.4Olympus Mju ICanon G10Canon S90Canon S95Panasonic GF1 + 20mm / 14-45 OIS lens.I sold all but kept the S95 and bought a Canon 550D.Canon 550D experience:I have switched to a Canon 550D but prefer the GF1 by miles.I kick myself everyday for selling my GF1 + 20mm lens.The Canon 550D kit lens is much inferior to Panasonic 14-45mm.The Canon 550D with 50mm 1.8 II is blur most of the time when shot wide open f1.8I've to shoot it at f3.5 for pictures to be acceptable - still not sharp enough.Contrast detect solves the problem - but is too slow.I've to written to Canon but no help there.If someone knows a solution pls help.Maybe you'll hear it the first time here (though I've posted this somewhere else) - Canon 550D Jpeg is not friendly for asian skintone - it turns asian skin darker and reddish.,CS,nothing
71,71,compression,20,13,3067403,B0035FZJHQ,Canon EOS Rebel T2i DSLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (OLD MODEL),The Jpeg seems to be designed for Caucasian skintone.Nikon D90 is the same - turns asian skin darker and reddish.Panasonic & Pentax jpeg turns skin fairer but landscape is not saturated enough.,SS,nothing
72,72,compression,20,13,3067403,B0035FZJHQ,Canon EOS Rebel T2i DSLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (OLD MODEL),"Nikons, Canon & Olympus jpegs looks good for landscape but turns skin darker and reddish.",SS,nothing
73,73,compression,20,13,3067403,B0035FZJHQ,Canon EOS Rebel T2i DSLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (OLD MODEL),"Do proper study if you're a pure jpeg user.GF1 Experience:Definitely the best Camera I ever come across.The picture is almost 99% sharp and clear.I like the jpeg color although people have said it is less saturated.Meanwhile, I'm keeping an eye out for GF1 or GF2.I'm amazed so many people have 5 star experience with this product.In no way I'm attacking Canon.",CS,P
74,74,compression,20,13,3067646,B0035FZJJ4,Canon PowerShot SD1400 IS 14.1 MP Digital Camera with 4x Wide Angle Optical Image Stabilized Zoom and 2.7-Inch LCD (Black),"I do not know what went wrong, but Canon dropped the ball with this one- cheap image sensor, poor JPEG compression engine, bad lens?",SS,N
75,75,compression,20,13,3069015,B0035FZJM6,Canon PowerShot SX210IS 14.1 MP Digital Camera with 14x Wide Angle Optical Image Stabilized Zoom and 3.0-Inch LCD - Black,"The only down side about the video is that it saves without any compression making the file sizes huge, but since I can compress the video myself using 'Any Video Converter' (which is free) I have no issues.The photos come out really nice with the flash.",CS,P
76,76,compression,20,13,3069050,B0035FZJM6,Canon PowerShot SX210IS 14.1 MP Digital Camera with 14x Wide Angle Optical Image Stabilized Zoom and 3.0-Inch LCD - Black,"Still images don't give you the option of a raw format, jpg only, so 14 MP is desirable with JPG compression.Overall, amazingly awesome all around still and video camera that I can carry in my pants pocket!",CS,P
77,77,compression,20,13,3074289,B0035LBRJO,Olympus PEN E-PL1 12.3MP Live MOS Micro Four Thirds Interchangeable Lens Digital Camera with 14-42mm f/3.5-5.6 Zuiko Digital Zoom Lens (Black),"If you want the best SLR camera on the planet, this might not be it.There are other cameras that will shoot faster, in lower light, with higher resolution, etc...Still, the E-PL1 can hold its own against the best SLR cameras, certainly far better than any compact cameras in regards to approaching the best SLR quality.However, if you want to squeeze everything out of the best SLR cameras, you need to shoot raw and be prepared to do alot of post-processing.On the other hand, this little gem will squeeze everything out of its capabilities directly into JPEG, so your out of camera pictures are simply outstanding.",CS,P
78,78,compression,20,13,3074307,B0035LBRJO,Olympus PEN E-PL1 12.3MP Live MOS Micro Four Thirds Interchangeable Lens Digital Camera with 14-42mm f/3.5-5.6 Zuiko Digital Zoom Lens (Black),The JPEGs from the EPL-1 are stunning to say the very least and after years of shooting RAW I am glad to spend more time out shooting and less time behind a computer trying to get things right.,CS,P
79,79,compression,20,13,3074378,B0035LBRJO,Olympus PEN E-PL1 12.3MP Live MOS Micro Four Thirds Interchangeable Lens Digital Camera with 14-42mm f/3.5-5.6 Zuiko Digital Zoom Lens (Black),"However, shooting in  RAW+JPEG and under-exposing slightly seems to help a lot.",SS,nothing
80,80,compression,20,13,3080086,B0035WTVZA,Fujifilm FinePix HS10 10 MP CMOS Digital Camera with 30x Wide Angle Optical Zoom and 3-Inch LCD,The instruction manual leaves a lot to be desired.Jpegs are superb.,SS,P
81,81,compression,20,13,3080086,B0035WTVZA,Fujifilm FinePix HS10 10 MP CMOS Digital Camera with 30x Wide Angle Optical Zoom and 3-Inch LCD,"Ultimately, I decided to shoot 90% jpegs, and for the 10% RAW images I shoot, I process them initially through Fuji's RAW File Converter into 16 bit TIFFs, saving with the default settings (except maybe White Balance) and open those TIFFs in Adobe Camera Raw prior to running them through Photoshop if necessary.That being said, the camera is reasonably light and sturdy.",SS,P
82,82,compression,20,13,3097787,B0036R85OM,"Samsung TL105 Digital Camera, Black",This 2010 model is better then the 2011 model that's the way it goes sometimes.They removed the mp4 H.264 video format which is much more advanced then the motion jpeg they replaced it with.,CS,P
83,83,compression,20,13,3099491,B0036RDP9C,Samsung TL350 10.0 MP 5x Optical Zoom Digital Camera (Black),I wanted the ability to shoot in JPEG and RAW.,SS,nothing
84,84,compression,20,13,3099491,B0036RDP9C,Samsung TL350 10.0 MP 5x Optical Zoom Digital Camera (Black),All the JPEG files loaded fine.,SS,P
85,85,compression,20,13,3099491,B0036RDP9C,Samsung TL350 10.0 MP 5x Optical Zoom Digital Camera (Black),For now I'll just load the JPEG files into iPhoto.,SS,nothing
