date,category,content,ngram,updown
2005-10-11,S2,"일부 위원은 미국과 우리나라의 정책금리 격차가 확대되고 있는 가운데 금년 두 차례 남은 11월과 12월 연방공개시장위원회(Federal Open Market Committee) 회의에서도 정책금리 인상이 예상되며, 현재 미국의 장기금리는 지난해 6월 정책금리를 인상하기 시작할 때의 수준에 머물러 있으나 미국의 재정적자와 아시아 국가들의 미 국채에 대한 수요를 감안할 때 국채 발행 물량이 줄어들 가능성은 희박하여 결국 장기금리 상승, 장․단기 금리 격차 확대로 이어질 것으로 보인다면서, 이 경우 내외금리차로 인한 자본유출 등의 문제가 우려된다는 견해를 밝혔음.","fed/NNG;금리/NNG;인상/NNG, 단기/NNG;금리갭/NNG;확대/NNG, 국채/NNG;발행/NNG;줄/VV, 재정/NNG;적자/NNG, 금리갭/NNG, 확대/NNG, 가운데/NNG, 남/VV, fed/NNG, 금리/NNG, 인상/NNG, 예상/NNG, 장기/NNG, 금리/NNG, 금리/NNG, 인상/NNG, 시작/NNG, 하/VV, 때/NNG, 수준/NNG, 머무르/VV, 재정/NNG, 적자/NNG, 국가/NNG, 미/NNG, 국채/NNG, 수요/NNG, 감안/NNG, 하/VV, 때/NNG, 국채/NNG, 발행/NNG, 줄/VV, 가능성/NNG, 희박/NNG, 결국/MAG, 장기/NNG, 금리/NNG, 상승장/NNG, 단기/NNG, 금리갭/NNG, 확대/NNG, 이어지/VV, 보인다면서/VV, 내외/NNG, 금리갭/NNG, 인하/VV, 자본/NNG, 유출/NNG, 문제/NNG, 우려/NNG, 되/VV, 견해/NNG, 밝히/VV",up
2005-10-11,S2,"이에 대해 관련부서에서는 미국 장기금리의 향방에 대해서는 다양한 의견이 존재하여 예단하기 어려우나 대체적으로 시장에서는 미국의 수익률곡선 기울기가 보다 가팔라질 것으로 보고 있고, 내년 상반기까지는 내외금리차로 인한 자본유출 가능성이 낮으나 하반기에는 가능성이 있다고 보이며, 그렇더라도 우리 경제의 회복에 따라 장기금리가 상승한다면 내외금리차 문제가 심각할 정도로까지 확대되지는 않을 것으로 생각된다고 설명하였음.","회복/NNG;장기/NNG;금리/NNG;상승/NNG, 자본/NNG;유출/NNG;가능성/NNG;낮/VA, 경제/NNG;회복/NNG, 심각/NNG;확대/NNG, 대해/VV, 장기/NNG, 금리/NNG, 향방/NNG, 대해서/VV, 다양/NNG, 의견/NNG, 존재/NNG, 예단/NNG, 어렵/VA, 대체/NNG, 시장/NNG, 일드커브/NNG, 기울기/NNG, 보다/MAG, 가/VV, 팔/VV, 보/VV, 내외/NNG, 금리갭/NNG, 인하/VV, 자본/NNG, 유출/NNG, 가능성/NNG, 낮/VA, 가능성/NNG, 있/VV, 보/VV, 그렇/VA, 경제/NNG, 회복/NNG, 장기/NNG, 금리/NNG, 상승/NNG, 하/VV, 내외/NNG, 금리갭/NNG, 문제/NNG, 심각/NNG, 확대/NNG, 않/VX, 생각/NNG, 되/VV, 설명/NNG,",up
2005-10-11,S2,"다른 일부 위원은 9월중 금융거래에서 외은지점이 외화여신 등을 위해 상당 규모의 외화자금을 순유입하는 등 수요가 있는 것으로 보임에도 불구하고 당행과 외국환은행들간 외화대출연계 통화스왑은 시행 3개월째 부진한 실적을 나타내고 있다면서, 제도 활성화를 위해 개선이 필요한 부분이 있는지 연구해볼 필요가 있다는 의견을 개진하였음.","중/NNG, 금융/NNG, 거래/NNG, 외/VA, 지점/NNG, 외화/NNG, 여신/NNG, 위하/VV, 상당/NNG, 규모/NNG, 외화자금/NNG, 순유입/NNG, 수요/NNG, 있/VA, 보/VV, 불구/NNG, 당/NNG, 행과/NNG, 외국환은행/NNG, 외화대출/NNG, 연계/NNG, crs/NNG, 시행/NNG, 부진/NNG, 실적/NNG, 나타나/VV, 제도/NNG, 활성화/NNG, 위하/VV, 개선/NNG, 필요/NNG, 있/VV, 연구/NNG, 필요/NNG, 있/VA, 의견/NNG, 개진/NNG,",up
2005-10-11,S2,"이에 대해 관련부서에서는 외화대출연계 통화스왑은 기본적으로 중장기 통화스왑인 반면 외은지점의 해외차입과 같은 금융거래는 단기거래에 해당하여 외국환은행에 단기 외화스왑을 허용할 경우 환율하락 요인으로 작용하게 되기 때문에 외화대출연계 통화스왑의 도입취지에 어긋나게 된다면서, 외화대출연계 통화스왑 제도를 진작시키기 위해 노력을 기울이고 모니터 해본 결과, 일반기업은 물론  5 은행들도 외화대출연계 통화스왑을 과거의 외화예탁으로 오해하는 경향이 있고 내외금리 격차가 좁아짐에 따라 은행들의 동 거래 유인이 예전보다 줄어든 데다, 수요면에서는 시설재 수입자금이나 시설투자를 촉진하기 위한 동 제도의 본래 목적과 달리 원화나 외화 어느 쪽에서도 시설재 투자자금 수요가 많지 않은 실정인 것으로 조사되었으며, 다만 금년 하반기나 내년에는 항공기, 선박 등과 관련하여 수요가 상당히 있을 것으로 파악되고 있다고 설명하였음.","자금/NNG;수요/NNG;많/VA;않/VX, 투자/NNG;촉진/NNG, 대해/VV, 외화대출/NNG, 연계/NNG, crs/NNG, 기본/NNG, 중장기/NNG, crs/NNG, 반면/NNG, 외/VA, 지점/NNG, 해외/NNG, 차입/NNG, 같/VA, 금융/NNG, 거래/NNG, 단기/NNG, 거래/NNG, 외국환은행/NNG, 단기/NNG, 외화/NNG, 스왑/NNG, 허용/NNG, 하/VV, 환율/NNG, 하락/NNG, 요인/NNG, 작용/NNG, 되/VV, 외화대출/NNG, 연계/NNG, crs/NNG, 도입/NNG, 취지/NNG, 어긋나/VV, 외화대출/NNG, 연계/NNG, crs/NNG, 제도/NNG, 진작/NNG, 위하/VV, 노력/NNG, 기울이/VV, 결과/NNG, 일반기업/NNG, 물론/MAG, 은행/NNG, 외화대출/NNG, 연계/NNG, crs/NNG, 외화/NNG, 예탁/NNG, 오해/NNG, 경향/NNG, 있/VV, 내외/NNG, 금리갭/NNG, 좁/VA, 은행/NNG, 동/NNG, 거래/NNG, 유인/NNG, 예전/NNG, 줄/VV, 수요/NNG, 면/NNG, 시설/NNG, 수입자금/NNG, 시설/NNG, 투자/NNG, 촉진/NNG, 위하/VV, 동/NNG, 제도/NNG, 본래/NNG, 목적/NNG, 달리/MAG, 원화/NNG, 외화/NNG, 시설/NNG, 재투자/NNG, 자금/NNG, 수요/NNG, 많/VA, 않/VX, 실정/NNG, 조사/NNG, 수요/NNG, 상당히/MAG, 있/VA, 파악/NNG, 설명/NNG,",up
2005-11-10,S2,"일부 위원은 미 달러화에 대한 엔화 약세가 지속될 것으로 보는지 물었으며, 이에 대해 관련부서에서는 과거 2002년부터 2004년까지는 미국의 경상수지 적자문제가 부각되면서 달러화가 약세를 시현하였으나, 최근에는 재정적자나 경상수지 적자규모가 개선될 전망을 보이고 금리차이에 따른 자본수지 측면이 주목받고 있어 미 달러화 강세 현상은 당분간 지속될 것으로 생각된다고 답변하였음.","재정/NNG;적자/NNG;경상/NNG;수지/NNG;적자/NNG, 미/NNG, 달러/NNG, 엔/NNG, 약세/NNG, 지속/NNG, 되/VV, 보/VV, 물/VV, 대해/VV, 경상/NNG, 수지/NNG, 적자/NNG, 문제/NNG, 부각/NNG, 달러/NNG, 약세/NNG, 시현/NNG, 재정/NNG, 적자/NNG, 경상/NNG, 수지/NNG, 적자/NNG, 규모/NNG, 개선/NNG, 되/VV, 전망/NNG, 보/VV, 금리갭/NNG, 따르/VV, 자본/NNG, 수지/NNG, 측면/NNG, 주목/NNG, 받/VV, 미/NNG, 달러/NNG, 강세/NNG, 현상/NNG, 당분간/MAG, 지속/NNG, 되/VV, 생각/NNG, 되/VV, 답변/NNG,",down
2005-11-10,S2,이와 관련하여 동 위원은 미국의 경상수지 적자나 재정적자 문제가 해소되지 않은 가운데 미국과 일본의 금리 차이로 자본이 이동하는 불균형 현상은 지속되기 어려운 것으로 생각된다면서 반대 방향으로 조정이 있을 때 발생할 수 있는 충격이 우려된다는 견해를 덧붙였음.,"경상/NNG;수지/NNG;적자/NNG;재정/NNG;적자/NNG, 적자/NNG;문제/NNG;해소/NNG, 경상/NNG, 수지/NNG, 적자/NNG, 재정/NNG, 적자/NNG, 문제/NNG, 해소/NNG, 않/VX, 가운데/NNG, 금리갭/NNG, 자본/NNG, 불균형/NNG, 현상/NNG, 지속/NNG, 어렵/VA, 생각/NNG, 반대/NNG, 방향/NNG, 조정/NNG, 있/VV, 때/NNG, 발생/NNG, 하/VV, 있/VV, 충격/NNG, 우려/NNG, 되/VV, 견해/NNG, 덧붙이/VV",down
2005-11-10,S2,"또한 동 위원은 세계경제의 글로벌화가 진전되는 가운데 해외시장의 영향에 노출되어 있는 금융의 안정성을 확보하기 위한 중앙은행의 역할이 강화되어야 한다면서, 우리나라 주식의 보유자 구성에 있어 외국인의 비중이 높고 외국인의 전체 포트폴리오에서 우리나라가 차지하는 비중은 작아 언제든지 쉽게 조정이 이루어질 수 있기 때문에 외부적 충격이 발생할 경우 상황을 더 악화시키는 방향으로 작용할 수 있다는 점에 유의할 필요가 있다는 견해를 밝혔음.","안정성/NNG;확보/NNG, 세계/NNG, 경제/NNG, 글로벌/NNG, 진전/NNG, 가운데/NNG, 해외/NNG, 시장/NNG, 영향/NNG, 노출/NNG, 금융/NNG, 안정성/NNG, 확보/NNG, 위하/VV, 역할/NNG, 강화/NNG, 주식/NNG, 보유자/NNG, 구성/NNG, 있/VV, 외국인/NNG, 비중/NNG, 높/VA, 외국인/NNG, 포트폴리오/NNG, 차지/NNG, 비중/NNG, 작/VA, 쉽/VA, 조정/NNG, 이루/VV, 있/VV, 외부/NNG, 충격/NNG, 발생/NNG, 하/VV, 더/MAG, 악화/NNG, 방향/NNG, 작용/NNG, 하/VV, 있/VV, 점/NNG, 유의/NNG, 하/VV, 필요/NNG, 있/VA, 견해/NNG, 밝히/VV",down
2005-11-10,S2,"이에 대해 관련부서에서는 외국인의 주식보유 비중이 높은 것이 사실이나 단기 투기성 자금의 비중이 감소하고 연기금 등 장기 기관투자 자금의 비중이 높아진 점에서 자본유출입의 안정성은 다소 개선된 것으로 생각된다면서, 다만 시장에서는 미국 부동산버블의 향방에 따라 달러화 강세가 끝날 수 있고 이를 국제자금의 대규모 이동으로 이어질 수 있는 계기로 보고 있다는 점이 다소 우려된다고 설명하였음.","부동산/NNG;거품/NNG, 대해/VV, 외국인/NNG, 주식비중/NNG, 높/VA, 사실/NNG, 단기/NNG, 투기성/NNG, 자금/NNG, 비중/NNG, 감소/NNG, 연기금/NNG, 장기/NNG, 기관/NNG, 투자자금/NNG, 비중/NNG, 높/VA, 점/NNG, 자본/NNG, 유출입/NNG, 안정성/NNG, 다소/MAG, 개선/NNG, 되/VV, 생각/NNG, 시장/NNG, 부동산/NNG, 거품/NNG, 향방/NNG, 달러/NNG, 강세/NNG, 끝/VV, 있/VV, 국제/NNG, 자금/NNG, 대규모/NNG, 이동/NNG, 이어지/VV, 있/VV, 계기/NNG, 보/VV, 점/NNG, 다소/MAG, 우려/NNG, 되/VV, 설명/NNG,",down
2005-11-10,S2,"다른 일부 위원은 우리나라와 일본의 경제가 무역수지기조, 금리정책기조, 성장률, 통화의 국제화 정도 측면에서 크게 달라지는 모습을 보이고 있고 실효환율의 움직임에 있어서도 양국의 통화가치가 동조화를 이루어야 할 이유가 크지  6 않기 때문에 원/엔 동조화 현상이 약화될 것으로 보는 해외 투자은행의 전망이 어느 정도 근거가 있다고 생각되며, 현재로서는 중국과의 거래가 더 많다는 점에서 중국 위안화와의 동조화현상에 대해 보다 관심을 기울일 필요가 있다는 견해를 나타내었음.","경제/NNG, 무역/NNG, 기조/NNG, 기조/NNG, 성장률/NNG, 통화/NNG, 국제화/NNG, 측면/NNG, 크/VA, 달라지/VV, 보/VV, 실효환율/NNG, 움직임/NNG, 있/VV, 양국/NNG, 통화/NNG, 동조/NNG, 이루/VV, 이유/NNG, 크/VA, 않/VX, 엔/NNG, 동조/NNG, 현상/NNG, 약화/NNG, 되/VV, 보/VV, 해외/NNG, 투자은행/NNG, 전망/NNG, 근거/NNG, 있/VA, 생각/NNG, 거래/NNG, 더/MAG, 많/VA, 점/NNG, 위안/NNG, 동조/NNG, 현상/NNG, 대해/VV, 보다/MAG, 관심/NNG, 기울일/VV, 필요/NNG, 있/VA, 견해/NNG, 나타나/VV",down
2005-11-10,S2,"동 위원은「외국환거래법」개정으로 원화차입 규제가 금년 말로 폐지됨에 따라 원화환율 상승압력이 발생할 경우 국내에서 원화자금 조달을 통한 환투기 가능성이 높아질 것으로 우려된다면서, 제도시행 이후 상황을 보아 가면서 하위규정을 통해 미비점을 보완하기보다는 유관기관과의 협조를 통하여 틈새시장이나 파생상품 등을 이용한 환투기 발생 가능성을 미연에 차단하기 위한 선행조치를 마련하는 것이 필요하다는 견해를 밝혔음.","원화/NNG;환율/NNG;상승/NNG, 높/VA;우려/NNG, 외국환거래법/NNG, 개정/NNG, 원화/NNG, 차입/NNG, 규제/NNG, 폐지/NNG, 되/VV, 원화/NNG, 환율/NNG, 상승/NNG, 압력/NNG, 발생/NNG, 하/VV, 원화자금/NNG, 조달/NNG, 통하/VV, 환투기/NNG, 가능성/NNG, 높/VA, 우려/NNG, 제도/NNG, 시행/NNG, 보/VV, 하위/NNG, 규정/NNG, 통하/VV, 미비점/NNG, 보완/NNG, 유관/NNG, 기관/NNG, 협조/NNG, 통하/VV, 틈새시장/NNG, 파생상품/NNG, 이용/NNG, 환투기/NNG, 발생/NNG, 가능성/NNG, 미연/NNG, 차단/NNG, 위하/VV, 선행/NNG, 조치/NNG, 마련/NNG, 필요/NNG, 견해/NNG, 밝히/VV",down
